,filepath,qpm,time_sign_num,time_sign_den,measure_no,no_accs,mode,key_area,type,note_name,tpc,step,acc,octave,pitch,pitch_class,duration,onset,onset_seconds
132,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.125,19.625,39.25
133,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,19.75,39.5
200,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.125,19.0,38.0
201,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.125,19.125,38.25
202,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,19.25,38.5
203,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.375,19.5,39.0
204,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.125,19.875,39.75
270,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.375,19.0,38.0
271,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.125,19.375,38.75
272,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.125,19.5,39.0
273,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.125,19.625,39.25
274,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,C3,C,C,0.0,3,48.0,0.0,0.25,19.75,39.5
57,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.125,20.0,40.0
58,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.125,20.125,40.25
59,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.375,20.25,40.5
60,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.125,20.625,41.25
61,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,20.75,41.5
134,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.125,20.0,40.0
135,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.125,20.125,40.25
136,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,20.25,40.5
137,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,20.75,41.5
205,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.125,20.0,40.0
206,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.125,20.125,40.25
207,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,20.25,40.5
208,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,20.5,41.0
275,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,20.0,40.0
276,data/la_rue.mxl,120.0,2,2,21,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.5,20.5,41.0
62,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,21.0,42.0
63,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,21.25,42.5
64,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,21.5,43.0
65,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,21.75,43.5
138,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,21.0,42.0
139,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,21.25,42.5
140,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,21.5,43.0
141,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,21.75,43.5
209,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,21.0,42.0
210,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,21.5,43.0
277,data/la_rue.mxl,120.0,2,2,22,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,21.0,42.0
278,data/la_rue.mxl,120.0,2,2,22,-1,major,0,rest,,,,,,,,0.5,21.5,43.0
66,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,22.0,44.0
67,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,22.25,44.5
68,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,22.75,45.5
142,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,22.0,44.0
143,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.25,22.25,44.5
144,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,22.5,45.0
145,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,22.75,45.5
211,data/la_rue.mxl,120.0,2,2,23,-1,major,0,rest,,,,,,,,0.5,22.0,44.0
212,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,22.5,45.0
213,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.25,22.75,45.5
279,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.25,22.0,44.0
280,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.5,22.25,44.5
281,data/la_rue.mxl,120.0,2,2,23,-1,major,0,note,C3,C,C,0.0,3,48.0,0.0,0.25,22.75,45.5
69,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,23.0,46.0
70,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,23.166666666666668,46.5
71,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,23.5,47.5
72,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,F#4,F#,F,1.0,4,66.0,6.0,0.25,23.833333333333332,48.5
146,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,23.0,46.0
147,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,23.166666666666668,46.5
148,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,23.5,47.5
149,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,23.666666666666668,48.0
214,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.25,23.0,46.0
215,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,23.166666666666668,46.5
216,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,23.333333333333336,47.00000000000001
217,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,23.666666666666668,48.0
282,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,23.0,46.0
283,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.5,23.333333333333336,47.00000000000001
284,data/la_rue.mxl,120.0,3,2,24,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,23.666666666666668,48.0
73,data/la_rue.mxl,120.0,2,1,25,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,2.0,24.0,49.0
150,data/la_rue.mxl,120.0,2,1,25,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,2.0,24.0,49.0
218,data/la_rue.mxl,120.0,2,1,25,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,2.0,24.0,49.0
285,data/la_rue.mxl,120.0,2,1,25,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,2.0,24.0,49.0
