,filepath,qpm,time_sign_num,time_sign_den,measure_no,no_accs,mode,key_area,type,note_name,tpc,step,acc,octave,pitch,pitch_class,duration,onset,onset_seconds
7,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,B4,B,B,0.0,4,71.0,11.0,0.5,3.5,7.0
80,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.5,3.0,6.0
81,data/la_rue.mxl,120.0,2,2,4,-1,major,0,rest,,,,,,,,0.5,3.5,7.0
157,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.5,3.0,6.0
158,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,3.5,7.0
225,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,3.0,6.0
226,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,3.5,7.0
227,data/la_rue.mxl,120.0,2,2,4,-1,major,0,note,B3,B,B,0.0,3,59.0,11.0,0.25,3.75,7.5
8,data/la_rue.mxl,120.0,2,2,5,-1,major,0,rest,,,,,,,,0.5,4.0,8.0
9,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,4.5,9.0
82,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.5,4.0,8.0
83,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.5,4.5,9.0
159,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,4.0,8.0
160,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,4.25,8.5
161,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,4.5,9.0
228,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,4.0,8.0
229,data/la_rue.mxl,120.0,2,2,5,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,4.5,9.0
10,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,B4,B,B,0.0,4,71.0,11.0,0.5,5.0,10.0
11,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.5,5.5,11.0
84,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,5.0,10.0
85,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,5.5,11.0
86,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,5.75,11.5
162,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,5.0,10.0
163,data/la_rue.mxl,120.0,2,2,6,-1,major,0,rest,,,,,,,,0.25,5.5,11.0
164,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,5.75,11.5
230,data/la_rue.mxl,120.0,2,2,6,-1,major,0,rest,,,,,,,,0.25,5.0,10.0
231,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,5.25,10.5
232,data/la_rue.mxl,120.0,2,2,6,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,5.5,11.0
12,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,B4,B,B,0.0,4,71.0,11.0,0.25,6.0,12.0
13,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,6.25,12.5
14,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,6.75,13.5
87,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,6.0,12.0
88,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,6.25,12.5
89,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,6.75,13.5
165,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,6.0,12.0
166,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,6.5,13.0
233,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,6.0,12.0
234,data/la_rue.mxl,120.0,2,2,7,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.5,6.5,13.0
15,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,7.0,14.0
16,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,F#4,F#,F,1.0,4,66.0,6.0,0.25,7.25,14.5
17,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,7.5,15.0
90,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,7.0,14.0
91,data/la_rue.mxl,120.0,2,2,8,-1,major,0,rest,,,,,,,,0.5,7.5,15.0
167,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,7.0,14.0
168,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,7.5,15.0
235,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.5,7.0,14.0
236,data/la_rue.mxl,120.0,2,2,8,-1,major,0,rest,,,,,,,,0.25,7.5,15.0
237,data/la_rue.mxl,120.0,2,2,8,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,7.75,15.5
18,data/la_rue.mxl,120.0,2,2,9,-1,major,0,rest,,,,,,,,0.5,8.0,16.0
19,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,B4,B,B,0.0,4,71.0,11.0,0.25,8.5,17.0
20,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,B4,B,B,0.0,4,71.0,11.0,0.25,8.75,17.5
92,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,8.0,16.0
93,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,8.25,16.5
94,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,8.5,17.0
95,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,8.75,17.5
169,data/la_rue.mxl,120.0,2,2,9,-1,major,0,rest,,,,,,,,0.25,8.0,16.0
170,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,8.25,16.5
171,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,B3,B,B,0.0,3,59.0,11.0,0.25,8.5,17.0
172,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,B3,B,B,0.0,3,59.0,11.0,0.25,8.75,17.5
238,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,8.0,16.0
239,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,8.25,16.5
240,data/la_rue.mxl,120.0,2,2,9,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,8.5,17.0
21,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,9.0,18.0
22,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,9.25,18.5
23,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.25,9.75,19.5
96,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,9.0,18.0
97,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,9.25,18.5
98,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,9.5,19.0
99,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,9.75,19.5
173,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.5,9.0,18.0
174,data/la_rue.mxl,120.0,2,2,10,-1,major,0,rest,,,,,,,,0.25,9.5,19.0
175,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,9.75,19.5
241,data/la_rue.mxl,120.0,2,2,10,-1,major,0,rest,,,,,,,,0.25,9.0,18.0
242,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,C3,C,C,0.0,3,48.0,0.0,0.25,9.25,18.5
243,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,9.5,19.0
244,data/la_rue.mxl,120.0,2,2,10,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.25,9.75,19.5
24,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,10.0,20.0
25,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.5,10.25,20.5
26,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,10.75,21.5
100,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,10.0,20.0
101,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,10.25,20.5
102,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,10.5,21.0
103,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,10.75,21.5
176,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.25,10.0,20.0
177,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,10.25,20.5
178,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.25,10.5,21.0
179,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.25,10.75,21.5
245,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,10.0,20.0
246,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.25,10.25,20.5
247,data/la_rue.mxl,120.0,2,2,11,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,10.5,21.0
27,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.25,11.0,22.0
28,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,E5,E,E,0.0,5,76.0,4.0,0.5,11.25,22.5
29,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,11.75,23.5
104,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,11.0,22.0
105,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,11.25,22.5
106,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,11.75,23.5
180,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.5,11.0,22.0
181,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,11.5,23.0
248,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,11.0,22.0
249,data/la_rue.mxl,120.0,2,2,12,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.5,11.5,23.0
30,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,12.0,24.0
31,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,C#5,C#,C,1.0,5,73.0,1.0,0.25,12.25,24.5
32,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.5,12.5,25.0
107,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,12.0,24.0
108,data/la_rue.mxl,120.0,2,2,13,-1,major,0,rest,,,,,,,,0.5,12.5,25.0
182,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.5,12.0,24.0
183,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,12.5,25.0
250,data/la_rue.mxl,120.0,2,2,13,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,12.0,24.0
251,data/la_rue.mxl,120.0,2,2,13,-1,major,0,rest,,,,,,,,0.5,12.5,25.0
33,data/la_rue.mxl,120.0,2,2,14,-1,major,0,rest,,,,,,,,0.5,13.0,26.0
34,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,13.5,27.0
35,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,13.75,27.5
109,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,13.0,26.0
110,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,13.25,26.5
111,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.5,13.5,27.0
184,data/la_rue.mxl,120.0,2,2,14,-1,major,0,rest,,,,,,,,0.5,13.0,26.0
185,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.5,13.5,27.0
252,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.5,13.0,26.0
253,data/la_rue.mxl,120.0,2,2,14,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.5,13.5,27.0
36,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.75,14.0,28.0
37,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,14.75,29.5
112,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,14.0,28.0
113,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,14.25,28.5
114,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,14.75,29.5
186,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.5,14.0,28.0
187,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.5,14.5,29.0
254,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.5,14.0,28.0
255,data/la_rue.mxl,120.0,2,2,15,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.5,14.5,29.0
38,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,15.0,30.0
39,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.5,15.25,30.5
40,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.25,15.75,31.5
115,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,15.0,30.0
116,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,15.25,30.5
117,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.5,15.5,31.0
188,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.5,15.0,30.0
189,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.5,15.5,31.0
256,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.5,15.0,30.0
257,data/la_rue.mxl,120.0,2,2,16,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.5,15.5,31.0
41,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.5,16.0,32.0
42,data/la_rue.mxl,120.0,2,2,17,-1,major,0,rest,,,,,,,,0.5,16.5,33.0
118,data/la_rue.mxl,120.0,2,2,17,-1,major,0,rest,,,,,,,,0.5,16.0,32.0
119,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,16.5,33.0
120,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.25,16.75,33.5
190,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.5,16.0,32.0
191,data/la_rue.mxl,120.0,2,2,17,-1,major,0,rest,,,,,,,,0.5,16.5,33.0
258,data/la_rue.mxl,120.0,2,2,17,-1,major,0,rest,,,,,,,,0.5,16.0,32.0
259,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,16.5,33.0
260,data/la_rue.mxl,120.0,2,2,17,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.25,16.75,33.5
43,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,17.0,34.0
44,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.25,17.25,34.5
45,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,17.5,35.0
46,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.25,17.75,35.5
121,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,17.0,34.0
122,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.375,17.25,34.5
123,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.125,17.625,35.25
124,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,17.75,35.5
192,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.25,17.0,34.0
193,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.25,17.25,34.5
194,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,C4,C,C,0.0,4,60.0,0.0,0.375,17.5,35.0
195,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.125,17.875,35.75
261,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.375,17.0,34.0
262,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.125,17.375,34.75
263,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.125,17.5,35.0
264,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.125,17.625,35.25
265,data/la_rue.mxl,120.0,2,2,18,-1,major,0,note,C3,C,C,0.0,3,48.0,0.0,0.25,17.75,35.5
47,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.125,18.0,36.0
48,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.125,18.125,36.25
49,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.5,18.25,36.5
50,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.25,18.75,37.5
125,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.25,18.0,36.0
126,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.375,18.25,36.5
127,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.125,18.625,37.25
128,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,F4,F,F,0.0,4,65.0,5.0,0.125,18.75,37.5
129,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,E4,E,E,0.0,4,64.0,4.0,0.125,18.875,37.75
196,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,A3,A,A,0.0,3,57.0,9.0,0.125,18.0,36.0
197,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,G3,G,G,0.0,3,55.0,7.0,0.125,18.125,36.25
198,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.5,18.25,36.5
199,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,Bb3,Bb,B,-1.0,3,58.0,10.0,0.25,18.75,37.5
266,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,C3,C,C,0.0,3,48.0,0.0,0.25,18.0,36.0
267,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,F3,F,F,0.0,3,53.0,5.0,0.375,18.25,36.5
268,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,E3,E,E,0.0,3,52.0,4.0,0.125,18.625,37.25
269,data/la_rue.mxl,120.0,2,2,19,-1,major,0,note,D3,D,D,0.0,3,50.0,2.0,0.25,18.75,37.5
51,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,D5,D,D,0.0,5,74.0,2.0,0.125,19.0,38.0
52,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.125,19.125,38.25
53,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,Bb4,Bb,B,-1.0,4,70.0,10.0,0.125,19.25,38.5
54,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,A4,A,A,0.0,4,69.0,9.0,0.125,19.375,38.75
55,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.25,19.5,39.0
56,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,C5,C,C,0.0,5,72.0,0.0,0.25,19.75,39.5
130,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,D4,D,D,0.0,4,62.0,2.0,0.25,19.0,38.0
131,data/la_rue.mxl,120.0,2,2,20,-1,major,0,note,G4,G,G,0.0,4,67.0,7.0,0.375,19.25,38.5
