,filepath,qpm,time_sign_num,time_sign_den,measure_no,no_accs,mode,key_area,type,note_name,tpc,step,acc,octave,pitch,pitch_class,duration,onset,onset_seconds
332,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,44,3.0,major,16.0,rest,,,,,,,,0.25,43.75,87.5
192,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,45,3.0,major,16.0,rest,,,,,,,,1.0,44.0,88.0
333,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,45,3.0,major,16.0,note,C#5,C#,C,1.0,5,73.0,1.0,1.0,44.0,88.0
193,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,46,3.0,major,16.0,rest,,,,,,,,0.25,45.0,90.0
194,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,46,3.0,major,16.0,note,C#6,C#,C,1.0,6,85.0,1.0,0.25,45.25,90.5
195,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,46,3.0,major,16.0,note,G#5,G#,G,1.0,5,80.0,8.0,0.25,45.5,91.0
196,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,46,3.0,major,16.0,note,A#5,A#,A,1.0,5,82.0,10.0,0.25,45.75,91.5
334,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,46,3.0,major,16.0,rest,,,,,,,,1.0,45.0,90.0
197,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,E#5,E#,E,1.0,5,77.0,5.0,0.25,46.0,92.0
198,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,C#6,C#,C,1.0,6,85.0,1.0,0.25,46.25,92.5
199,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,G#5,G#,G,1.0,5,80.0,8.0,0.25,46.5,93.0
200,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,A#5,A#,A,1.0,5,82.0,10.0,0.25,46.75,93.5
335,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,rest,,,,,,,,0.5,46.0,92.0
336,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,E#5,E#,E,1.0,5,77.0,5.0,0.25,46.5,93.0
337,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,47,3.0,major,16.0,note,C#5,C#,C,1.0,5,73.0,1.0,0.25,46.75,93.5
201,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,note,E#5,E#,E,1.0,5,77.0,5.0,0.25,47.0,94.0
202,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,note,C#5,C#,C,1.0,5,73.0,1.0,0.25,47.25,94.5
203,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,note,G#4,G#,G,1.0,4,68.0,8.0,0.25,47.5,95.0
204,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,note,A#4,A#,A,1.0,4,70.0,10.0,0.25,47.75,95.5
338,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,note,G#4,G#,G,1.0,4,68.0,8.0,0.25,47.0,94.0
339,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,rest,,,,,,,,0.25,47.25,94.5
340,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,48,3.0,major,16.0,rest,,,,,,,,0.5,47.5,95.0
205,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,E#4,E#,E,1.0,4,65.0,5.0,0.25,48.0,96.0
206,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,C#5,C#,C,1.0,5,73.0,1.0,0.25,48.25,96.5
207,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,G#4,G#,G,1.0,4,68.0,8.0,0.25,48.5,97.0
208,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,A#4,A#,A,1.0,4,70.0,10.0,0.25,48.75,97.5
341,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,rest,,,,,,,,0.5,48.0,96.0
342,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,E#4,E#,E,1.0,4,65.0,5.0,0.25,48.5,97.0
343,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,49,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,0.25,48.75,97.5
209,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,note,E#4,E#,E,1.0,4,65.0,5.0,0.25,49.0,98.0
210,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,rest,,,,,,,,0.25,49.25,98.5
211,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,rest,,,,,,,,0.5,49.5,99.0
344,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,note,G#3,G#,G,1.0,3,56.0,8.0,0.25,49.0,98.0
345,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,0.25,49.25,98.5
346,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,note,G#3,G#,G,1.0,3,56.0,8.0,0.25,49.5,99.0
347,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,50,3.0,major,16.0,note,A#3,A#,A,1.0,3,58.0,10.0,0.25,49.75,99.5
212,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,51,3.0,major,16.0,rest,,,,,,,,1.0,50.0,100.0
348,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,51,3.0,major,16.0,note,G#3,G#,G,1.0,3,56.0,8.0,0.25,50.0,100.0
349,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,51,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,0.25,50.25,100.5
350,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,51,3.0,major,16.0,note,G#3,G#,G,1.0,3,56.0,8.0,0.25,50.5,101.0
351,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,51,3.0,major,16.0,note,A#3,A#,A,1.0,3,58.0,10.0,0.25,50.75,101.5
213,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,52,3.0,major,16.0,rest,,,,,,,,1.0,51.0,102.0
352,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,52,3.0,major,16.0,note,G#3,G#,G,1.0,3,56.0,8.0,0.5,51.0,102.0
353,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,52,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,0.5,51.5,103.0
214,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,53,3.0,major,16.0,rest,,,,,,,,1.0,52.0,104.0
354,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,53,3.0,major,16.0,note,A#3,A#,A,1.0,3,58.0,10.0,0.75,52.0,104.0
355,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,53,3.0,major,16.0,note,D#4,D#,D,1.0,4,63.0,3.0,0.25,52.75,105.5
215,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,54,3.0,major,16.0,rest,,,,,,,,1.0,53.0,106.0
356,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,54,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,1.0,53.0,106.0
216,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,55,3.0,major,16.0,rest,,,,,,,,1.0,54.0,108.0
357,data/Liszt_S202_Am_Grabe_R.xml,120,4,4,55,3.0,major,16.0,note,C#4,C#,C,1.0,4,61.0,1.0,1.0,54.0,108.0
